Manufacturer,Registrations,Date,Category
HAYASA E-MOBILITY (INDIA) PVT LTD,4,2023-01-01,TWO WHEELER
H-D MOTOR COMPANY INDIA PVT LTD,4,2023-01-01,TWO WHEELER
HERO ELECTRIC VEHICLES PVT. LTD,29965,2023-01-01,TWO WHEELER
HERO HONDA MOTORS LTD,22,2023-01-01,TWO WHEELER
HERO MOTOCORP LTD,5365351,2023-01-01,TWO WHEELER
HOMFEEL VEGH AUTOMOBILES PVT LTD,6,2023-01-01,TWO WHEELER
HONDA CARS INDIA LTD,1,2023-01-01,TWO WHEELER
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,3970675,2023-01-01,TWO WHEELER
HONGKONG YIXING (IMPORTER: ADMS MARKETING),84,2023-01-01,TWO WHEELER
HONGKONG YIXING (IMPORTER: VICTORY ELECTRIC),18,2023-01-01,TWO WHEELER
HOP ELECTRIC MOBILITY PVT LTD,209,2023-01-01,TWO WHEELER
HOUSTAN INNOVATION LLP,32,2023-01-01,TWO WHEELER
HSU DRAGON (IMPORTER: DARK FIGHT POWER PVT LTD),2,2023-01-01,TWO WHEELER
IDEAL JAWA INDIA PVT LTD,1,2023-01-01,TWO WHEELER
INDIA KAWASAKI MOTORS PVT LTD,3477,2023-01-01,TWO WHEELER
INDIA YAMAHA MOTOR PVT LTD,580462,2023-01-01,TWO WHEELER
IRA EDUTECH PVT LTD,19,2023-01-01,TWO WHEELER
IVOOMI INNOVATION PVT LTD,2153,2023-01-01,TWO WHEELER
IZANAU ELECTRIC LLP,51,2023-01-01,TWO WHEELER
JIANGSU AIMA (IMPORTER: FUTURE EV),8,2023-01-01,TWO WHEELER
JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),454,2023-01-01,TWO WHEELER
JIANGSU DALONG (IMPORTER: ENGTIAN ELECTRIC),11,2023-01-01,TWO WHEELER
JIANGSU DALONG (IMPORTER: KINGCHE MOBILITY),20,2023-01-01,TWO WHEELER
JIANGSU DALONG (IMPORTER: RILOX EV PVT LTD),2,2023-01-01,TWO WHEELER
JIANGSU DALONG (IMPORTER: SABOO TOR),22,2023-01-01,TWO WHEELER
JIANGSU DALONG (IMPORTER:TYLOS ELECTRIC VEHICLES),50,2023-01-01,TWO WHEELER
JIANGSU DALONG JIANHAO (IMPORTER: GREEN INDIA),1,2023-01-01,TWO WHEELER
JIANGSU GUOWEI (IMPORTER: REVEAL ELECTRIC),31,2023-01-01,TWO WHEELER
JIANGSU SUNHOU (IMPORTER: SABOO TOR),10,2023-01-01,TWO WHEELER
JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),85,2023-01-01,TWO WHEELER
JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),3,2023-01-01,TWO WHEELER
JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),799,2023-01-01,TWO WHEELER
JITENDRA NEW EV-TECH PVT. LTD,2617,2023-01-01,TWO WHEELER
JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),52,2023-01-01,TWO WHEELER
JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),212,2023-01-01,TWO WHEELER
JUNENG MOTORCYCLE TECH. (IMPORTER: DELTA AUTOCORP),22,2023-01-01,TWO WHEELER
KABIRA MOBILITY LLP,165,2023-01-01,TWO WHEELER
KAINING (HONGKONG) (IMPORTER: ENERGY AUTOMOBILE),7,2023-01-01,TWO WHEELER
KAINING (HONGKONG) (IMPORTER: ENIGMA AUTOMOBILES),51,2023-01-01,TWO WHEELER
KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),11,2023-01-01,TWO WHEELER
KAINING (HONGKONG) (IMPORTER: TOXMO ELECTRIC),5,2023-01-01,TWO WHEELER
KAWASAKI HEAVY INDUSTRIES LTD,1,2023-01-01,TWO WHEELER
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,7781,2023-01-01,TWO WHEELER
KINETIC MOTOR COMPANY LIMITED,1,2023-01-01,TWO WHEELER
KLB KOMAKI PVT LTD,4173,2023-01-01,TWO WHEELER
KTM MOTORRAD AG,2,2023-01-01,TWO WHEELER
KYTE ENERGY PVT. LTD.,540,2023-01-01,TWO WHEELER
LECTRIX E VEHICLES PVT LTD,6203,2023-01-01,TWO WHEELER
LI-IONS ELEKTRIK SOLUTIONS PVT LTD,5,2023-01-01,TWO WHEELER
LML LIMITED,2,2023-01-01,TWO WHEELER
LOCAL TRAILER MANUFACTURER,1,2023-01-01,TWO WHEELER
M2GO ELECTRIC VEHICLE PVT LTD,2,2023-01-01,TWO WHEELER
MAA LUXMI E-VEHICLES PVT. LTD.,4,2023-01-01,TWO WHEELER
MAC INTERNATIONAL (IMPORTER:HONESTY),1,2023-01-01,TWO WHEELER
MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),1,2023-01-01,TWO WHEELER
MAHINDRA & MAHINDRA LIMITED,62,2023-01-01,TWO WHEELER
MAHINDRA TWO WHEELERS LTD,4,2023-01-01,TWO WHEELER
MARUTHISAN PVT LTD,147,2023-01-01,TWO WHEELER
MARUTI SUZUKI INDIA LTD,19,2023-01-01,TWO WHEELER
MAULIRAJ INDUSTRIES LLP,1,2023-01-01,TWO WHEELER
MECPOWER MOBILITY PVT. LTD.,128,2023-01-01,TWO WHEELER
MEW ELECTRICALS LIMITED,196,2023-01-01,TWO WHEELER
MICROAUTOTECH PVT. LTD.,2,2023-01-01,TWO WHEELER
MIRAKLE 5 AUTOMOBILES PVT LTD,102,2023-01-01,TWO WHEELER
MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),19,2023-01-01,TWO WHEELER
MOTOROYALE KINETIC PRIVATE LIMITED,1,2023-01-01,TWO WHEELER
NDS ECO MOTORS PVT LTD,7,2023-01-01,TWO WHEELER
NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),191,2023-01-01,TWO WHEELER
NISIKI TECHNOLOGIES PVT LTD,164,2023-01-01,TWO WHEELER
NUMEROS MOTORS PVT LTD,473,2023-01-01,TWO WHEELER
OBEN ELECTRIC VEHICLES PVT LTD,50,2023-01-01,TWO WHEELER
ODYSSE ELECTRIC VEHICLES PVT LTD,210,2023-01-01,TWO WHEELER
OKAYA EV PVT LTD,15827,2023-01-01,TWO WHEELER
OKINAWA AUTOTECH PVT LTD,31617,2023-01-01,TWO WHEELER
OLA ELECTRIC TECHNOLOGIES PVT LTD,267387,2023-01-01,TWO WHEELER
OMJAY EV LIMITED,67,2023-01-01,TWO WHEELER
OTHERS,1128,2023-01-01,TWO WHEELER
OZOTEC AUTOMOBILE PRIVATE LIMITED,351,2023-01-01,TWO WHEELER
PIAGGIO VEHICLES PVT LTD,36089,2023-01-01,TWO WHEELER
POLARIS INDIA PVT LTD,12,2023-01-01,TWO WHEELER
PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),214,2023-01-01,TWO WHEELER
PUR ENERGY PVT LTD,7191,2023-01-01,TWO WHEELER
QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),878,2023-01-01,TWO WHEELER
QICHENG VEHICLE (IMPORTER: AUTOICARE INNOVATION),81,2023-01-01,TWO WHEELER
QOOKEE TECHNOLOGIES (IMPORTER:VIKEBIKE INDIA),10,2023-01-01,TWO WHEELER
QUANTUM ENERGY LTD.,2371,2023-01-01,TWO WHEELER
REVOLT INTELLICORP PVT LTD,6977,2023-01-01,TWO WHEELER
RGM BUSINESS PLUS PVT LTD,822,2023-01-01,TWO WHEELER
RIVER MOBILITY PVT LTD,92,2023-01-01,TWO WHEELER
ROWWET MOBILITY PVT LTD,68,2023-01-01,TWO WHEELER
ROYAL AUTOMOBILES,1,2023-01-01,TWO WHEELER
ROYAL-ENFIELD (UNIT OF EICHER LTD),785272,2023-01-01,TWO WHEELER
ROYAL TRACTOR PVT LTD,2,2023-01-01,TWO WHEELER
SAI SAMEER POWER ELECTRIC VEHICLES PVT LTD,22,2023-01-01,TWO WHEELER
SBTEK E MOTO PVT LTD,22,2023-01-01,TWO WHEELER
SEEKA E MOTORS PVT LTD,3,2023-01-01,TWO WHEELER
SIMPLEENERGY PVT LTD,66,2023-01-01,TWO WHEELER
SMAP VEHICLES (IMPORTER: ELEGO MOTORS),15,2023-01-01,TWO WHEELER
SOKUDO ELECTRIC INDIA PVT LTD,132,2023-01-01,TWO WHEELER
SRIVARU MOTORS PVT LTD,24,2023-01-01,TWO WHEELER
SUPERECO AUTOMOTIVE CO,128,2023-01-01,TWO WHEELER
SUZUKI JAPAN,2,2023-01-01,TWO WHEELER
SUZUKI MOTORCYCLE INDIA PVT LTD,806158,2023-01-01,TWO WHEELER
TATA MOTORS PASSENGER VEHICLES LTD,2,2023-01-01,TWO WHEELER
TBL ENTERPRISE,1,2023-01-01,TWO WHEELER
THUKRAL ELECTRIC BIKES PVT LTD,48,2023-01-01,TWO WHEELER
TORK MOTORS PVT LTD,1589,2023-01-01,TWO WHEELER
TRIUMPH MOTORCYCLES (INDIA) PVT LTD,775,2023-01-01,TWO WHEELER
TUNWAL E MOTORS PVT LTD,44,2023-01-01,TWO WHEELER
TVS MOTOR COMPANY LTD,2876891,2023-01-01,TWO WHEELER
TYST DRIVE INDIA PVT LTD,31,2023-01-01,TWO WHEELER
ULTRAVIOLETTE AUTOMOTIVE PVT LTD,257,2023-01-01,TWO WHEELER
WARDWIZARD INNOVATIONS & MOBILITY LIMITED,6910,2023-01-01,TWO WHEELER
WARIVO MOTOR INDIA PVT LTD,1,2023-01-01,TWO WHEELER
WHITE CARBON MOTORS PVT LTD,42,2023-01-01,TWO WHEELER
WUXI DONGMA (IMPORTER: DYNAM PRECISION),15,2023-01-01,TWO WHEELER
WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),275,2023-01-01,TWO WHEELER
WUXI MAYA (IMPORTER: DYNAMO ELECTRIC P. LTD.),4,2023-01-01,TWO WHEELER
WUXI NOOMA (IMPORTER: SMARTNK ELECTRIC VEHICLE),10,2023-01-01,TWO WHEELER
WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),182,2023-01-01,TWO WHEELER
WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),54,2023-01-01,TWO WHEELER
WUXI SAIGE (IMPORTER: DM GREEN ENERGY),68,2023-01-01,TWO WHEELER
WUXI SAIGE (IMPORTER: ELECTRO-TECH),8,2023-01-01,TWO WHEELER
WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),15,2023-01-01,TWO WHEELER
WUXI SAIGE (IMPORTER: NGAGE IMPEX),2,2023-01-01,TWO WHEELER
WUXI SAIGE (IMPORTER: WARIVO MOTOR),426,2023-01-01,TWO WHEELER
WUXI SAIGE (IMPORTER: ZELIO AUTO PVT.LTD.),4,2023-01-01,TWO WHEELER
WUXI SHENGBAO (IMPORTER:ELECTRIC ONE ENERGY),1,2023-01-01,TWO WHEELER
WUXI TENGHUI (IMPORTER: BOHRE ELECTRIC),37,2023-01-01,TWO WHEELER
WUXI TENGHUI (IMPORTER: FEZORA INDIA),35,2023-01-01,TWO WHEELER
WUXI TENGHUI (IMPORTER: FLYCON MOTORS),72,2023-01-01,TWO WHEELER
WUXI TENGHUI (IMPORTER: FRANKLIN EV INDIA),22,2023-01-01,TWO WHEELER
WUXI TENGHUI (IMPORTER: HOP ELECTRIC MOBILITY),389,2023-01-01,TWO WHEELER
WUXI TENGHUI (IMPORTER: JAIDKA POWER),8,2023-01-01,TWO WHEELER
WUXI TENGHUI (IMPORTER: RADHA MOBILITIES LLP),2,2023-01-01,TWO WHEELER
WUXI TENGHUI (IMPORTER: REMARK ELECTRIC),12,2023-01-01,TWO WHEELER
WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),278,2023-01-01,TWO WHEELER
WUXI TENGHUI INTERNATIONAL (IMPORTER: FEZORA),17,2023-01-01,TWO WHEELER
WUXI TENGHUI INTERNATIONAL (IMPORTER: FRANKLIN EV),12,2023-01-01,TWO WHEELER
WUXI TOURWE (IMPORTER: GOREEN E-MOBILITY),316,2023-01-01,TWO WHEELER
YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),16,2023-01-01,TWO WHEELER
YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),9,2023-01-01,TWO WHEELER
YANGGUANG LINGMU (IMPORTER: ECOINDIA),4,2023-01-01,TWO WHEELER
YANGGUANG LINGMU (IMPORTER: FLYCON MOTORS),61,2023-01-01,TWO WHEELER
YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),27,2023-01-01,TWO WHEELER
YANGGUANG LINGMU (IMPORTER: XWLS ELECTRIC),11,2023-01-01,TWO WHEELER
YOUYAKU ELECTRIC (IMPORTER: HOUSTAN INNOVATION),82,2023-01-01,TWO WHEELER
YOUYAKU ELECTRIC (IMPORTER:IME VEHICLES PVT LTD),218,2023-01-01,TWO WHEELER
YOUYAKU ELECTRIC (IMPORTER:NEWTRON ELECTRIC),36,2023-01-01,TWO WHEELER
YOUYAKU ELECTRIC (IMPORTER:ONZO EV),20,2023-01-01,TWO WHEELER
YOUYAKU ELECTRIC (IMPORTER: SASDAL ENTERPRISES),80,2023-01-01,TWO WHEELER
YOUYAKU ELECTRIC (IMPORTER: TVISI ELECTRIC),2,2023-01-01,TWO WHEELER
ZAP (HK) (IMPORTER: IZANAU ELECTRIC),128,2023-01-01,TWO WHEELER
ZAP (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),32,2023-01-01,TWO WHEELER
ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),70,2023-01-01,TWO WHEELER
ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),260,2023-01-01,TWO WHEELER
ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),45,2023-01-01,TWO WHEELER
ZHEJIANG MORNI (IMPORTER: ADISHWAR AUTO),21,2023-01-01,TWO WHEELER
ZHEJIANG QIANJIANG (IMPORTER: ADISHWAR AUTO),86,2023-01-01,TWO WHEELER
ZHEJIANG TIANYING (IMPORTER: NEWTRON ELECTRIC),64,2023-01-01,TWO WHEELER
3EV INDUSTRIES PVT LTD,545,2023-01-01,THREE WHEELER
3S INDUSTRIES PRIVATE LIMITED,266,2023-01-01,THREE WHEELER
AADHYA ENTERPRISES,797,2023-01-01,THREE WHEELER
AADITYA GARBAGE PRODUCTS PVT LTD,34,2023-01-01,THREE WHEELER
AAHANA COMMERCE PVT LTD,918,2023-01-01,THREE WHEELER
AARGEE ELECTRIC,18,2023-01-01,THREE WHEELER
ACCRETION POWER AUTOS,598,2023-01-01,THREE WHEELER
ADAPT MOTORS PVT LTD,4,2023-01-01,THREE WHEELER
ADIDEV TECHNOA PVT LTD,689,2023-01-01,THREE WHEELER
ADITYA ENTERPRISES,1,2023-01-01,THREE WHEELER
ADITYA SAI INDUSTRIES,179,2023-01-01,THREE WHEELER
ADM TECHNOLOGIES PVT. LTD.,129,2023-01-01,THREE WHEELER
AJAY MOTORS PRIVATE LIMITED,190,2023-01-01,THREE WHEELER
A K AUTTO ELECTRICAL,2,2023-01-01,THREE WHEELER
AKG INTERNATIONAL,138,2023-01-01,THREE WHEELER
A K GUPTA & CO.,563,2023-01-01,THREE WHEELER
ALBEDO VISION PVT LTD,39,2023-01-01,THREE WHEELER
ALLENTTI MOTORS PVT LTD,59,2023-01-01,THREE WHEELER
ALLFINE INDUSTRIES PVT LTD,10743,2023-01-01,THREE WHEELER
ALTIER ELECTRIC VEHICLES PVT LTD,2517,2023-01-01,THREE WHEELER
ALTIGREEN PROPULSION LABS PVT LTD,2512,2023-01-01,THREE WHEELER
ALTIUS TECHNOLOGIES,13,2023-01-01,THREE WHEELER
AMAN AUTOMOBILES,14,2023-01-01,THREE WHEELER
AMAN ELECTRIC VEHICLES,162,2023-01-01,THREE WHEELER
AMBIKA ENTERPRISES,145,2023-01-01,THREE WHEELER
AMBIKA INDUSTRIES,1910,2023-01-01,THREE WHEELER
ANJALI AUTO COMPONENTS,62,2023-01-01,THREE WHEELER
ANJALI TRADERS,74,2023-01-01,THREE WHEELER
ANKUSH AUTO DEALS,5,2023-01-01,THREE WHEELER
APARNA INDUSTRIES,87,2023-01-01,THREE WHEELER
A P I MOTORS PVT LTD,1134,2023-01-01,THREE WHEELER
APM AUTO SALES,778,2023-01-01,THREE WHEELER
APSARA ENTERPRISE,725,2023-01-01,THREE WHEELER
ARCHIT ENTERPRISES,1077,2023-01-01,THREE WHEELER
ARD EXIM,61,2023-01-01,THREE WHEELER
ARNA ELECTRIC AUTO PVT LTD,590,2023-01-01,THREE WHEELER
ARROW AUTOMOTIVE,3958,2023-01-01,THREE WHEELER
ASHA IMPEX,86,2023-01-01,THREE WHEELER
ASHLESHA POWER CONTROLS PVT LTD,6,2023-01-01,THREE WHEELER
ASHMA-MOTORS PVT LTD,294,2023-01-01,THREE WHEELER
ATTOLENT AUTO GROUP PVT LTD,760,2023-01-01,THREE WHEELER
ATUL AUTO LTD,22519,2023-01-01,THREE WHEELER
ATUL GREENTECH PRIVATE LIMITED,127,2023-01-01,THREE WHEELER
ATUT SANGAM,2336,2023-01-01,THREE WHEELER
AUTOECO GREEN ENERGY PVT LTD,580,2023-01-01,THREE WHEELER
AUTOHAUS PRIVATE LIMITED,103,2023-01-01,THREE WHEELER
AUTOLITE (INDIA) LIMITED,11,2023-01-01,THREE WHEELER
A.V.AUTOMOTIVES PVT LTD,1309,2023-01-01,THREE WHEELER
AVL ELECTRIC VEHICLES PVT LTD,2632,2023-01-01,THREE WHEELER
AVON CYCLE LTD INDIA,10,2023-01-01,THREE WHEELER
AVON CYCLES LTD,784,2023-01-01,THREE WHEELER
B24 ROKET EV,28,2023-01-01,THREE WHEELER
BABA E-VEHICLES,1363,2023-01-01,THREE WHEELER
BAGHWAN RIKSHAW UDYOG,40,2023-01-01,THREE WHEELER
BAJAJ AUTO LTD,401358,2023-01-01,THREE WHEELER
BAJAJ IMPLEMENTS PVT. LTD,947,2023-01-01,THREE WHEELER
BALAJI TRADING COMPANY,7,2023-01-01,THREE WHEELER
BALAN ENGINEERING PVT LTD,146,2023-01-01,THREE WHEELER
BAL GOPAL WHEELS PVT LTD,105,2023-01-01,THREE WHEELER
BALI AUTO INDUSTRIES,274,2023-01-01,THREE WHEELER
BAXY LTD,390,2023-01-01,THREE WHEELER
BENTINCK INDUSTRIES PVT. LTD.,382,2023-01-01,THREE WHEELER
BEST WAY AGENCIES PVT LTD,7902,2023-01-01,THREE WHEELER
BESTWAY AGENCIES PVT LTD,33,2023-01-01,THREE WHEELER
BESTWAY BANARASH,12,2023-01-01,THREE WHEELER
BHADAURIA ENTERPRISES,106,2023-01-01,THREE WHEELER
BHARAT MANUFACTURING & ASSEMBLING E RIKSHA,2,2023-01-01,THREE WHEELER
BHAVE ELECTRIC VEHICLES PVT LTD,2681,2023-01-01,THREE WHEELER
BHM INDUSTRIES,1814,2023-01-01,THREE WHEELER
BIG BULL TRADER PVT LTD,673,2023-01-01,THREE WHEELER
BIJNOR ENTERPRISES,72,2023-01-01,THREE WHEELER
BRIGHT AUTOZONE PVT LTD,3695,2023-01-01,THREE WHEELER
BRIGHT METAL WORKS,31,2023-01-01,THREE WHEELER
CAPITAL AUTO INDUSTRIES,1939,2023-01-01,THREE WHEELER
CARREE YUNUS VEHICLE PVT LTD,3,2023-01-01,THREE WHEELER
CART INDIA,109,2023-01-01,THREE WHEELER
CEEON INDIA,874,2023-01-01,THREE WHEELER
CHAMPION POLY PLAST,14877,2023-01-01,THREE WHEELER
CHARUVIKRAM AUTOMOBILE PVT LTD,6,2023-01-01,THREE WHEELER
CHAUHAN AUTO INDUSTRIES,571,2023-01-01,THREE WHEELER
CHEHAK BATTERIES,290,2023-01-01,THREE WHEELER
CITADEL ENTERPRISES(OPC) PVT LTD,28,2023-01-01,THREE WHEELER
CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,930,2023-01-01,THREE WHEELER
C M OVERSEAS,50,2023-01-01,THREE WHEELER
CONTINENTAL ENGINES PVT LTD,5151,2023-01-01,THREE WHEELER
CYRUS AUTO INDUSTRIES PVT LTD,96,2023-01-01,THREE WHEELER
DAKSH INDUSTRIES,5925,2023-01-01,THREE WHEELER
DASHMESH TRADERS,122,2023-01-01,THREE WHEELER
DAVE EXIM PVT LTD,311,2023-01-01,THREE WHEELER
DD AUTO PVT LTD,2,2023-01-01,THREE WHEELER
DEEP DRAWN TECHNOLOGIES,12,2023-01-01,THREE WHEELER
DE EUSI MOTORS PVT LTD.,1563,2023-01-01,THREE WHEELER
DELTA AUTOCORP LTD,2465,2023-01-01,THREE WHEELER
DELTEK ENTERPRISES PVT LTD,8,2023-01-01,THREE WHEELER
DEVAM ELECTRIC VEHICLES PVT LTD,12,2023-01-01,THREE WHEELER
DHAR IN PVT LTD,29,2023-01-01,THREE WHEELER
DHAR INTERNATIONAL,34,2023-01-01,THREE WHEELER
DIAMOND E VEHICLES,604,2023-01-01,THREE WHEELER
DILLI ELECTRIC AUTO PVT LTD,25069,2023-01-01,THREE WHEELER
DIVANSU AUTOMOBILES LTD,145,2023-01-01,THREE WHEELER
DIVYA ENTERPRISES,1026,2023-01-01,THREE WHEELER
DSF INDUSTRIES PVT LTD,26,2023-01-01,THREE WHEELER
D S INDUSTRIES,32,2023-01-01,THREE WHEELER
DSR EV MOBILITY PVT LTD,3,2023-01-01,THREE WHEELER
DUKE AUTO INDIA,934,2023-01-01,THREE WHEELER
DYS IMPEX PRIVATE LIMITED,751,2023-01-01,THREE WHEELER
E-ASHWA AUTOMOTIVE PVT LTD,240,2023-01-01,THREE WHEELER
EBUZZ MOBILITY LLP,17,2023-01-01,THREE WHEELER
ECO DYNAAMIC EQUIPMENTS,74,2023-01-01,THREE WHEELER
ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,1,2023-01-01,THREE WHEELER
ECO SMART VEHICLES PVT LTD,1245,2023-01-01,THREE WHEELER
ECOYAN ELECTRIC MOTOR VEHICLES PVT LTD,7,2023-01-01,THREE WHEELER
EDMRC MANNSCHAFT LLP,89,2023-01-01,THREE WHEELER
EEVEE ENGINEERING PVT LTD,1,2023-01-01,THREE WHEELER
EFEV CHARGING SOLUTION PVT LTD,526,2023-01-01,THREE WHEELER
E-GURU AUTO ENERGY,125,2023-01-01,THREE WHEELER
ELECTRA INTERNATIONAL,7,2023-01-01,THREE WHEELER
ELECTROTECH TRANSMISSION PVT LTD,1,2023-01-01,THREE WHEELER
ELECTROTHERM (INDIA) LIMITED,4,2023-01-01,THREE WHEELER
ELEPHANTA INDUSTRIES PVT LTD,11,2023-01-01,THREE WHEELER
ELITE AUTO ENGINEERS PVT LTD,1200,2023-01-01,THREE WHEELER
E-MOTION AUTOMOTIVE INDUSTRY LLP,470,2023-01-01,THREE WHEELER
ENERGY ELECTRIC VEHICLES,11080,2023-01-01,THREE WHEELER
ENGINIA VEHICLES PVT LTD,188,2023-01-01,THREE WHEELER
ENTICE IMPEX PVT LTD,588,2023-01-01,THREE WHEELER
EPOWER VEHICLES PVT LTD,31,2023-01-01,THREE WHEELER
ERISHA E MOBILITY PVT LTD,55,2023-01-01,THREE WHEELER
E ROYCE MOTORS INDIA PVT LTD,1296,2023-01-01,THREE WHEELER
ETRIO AUTOMOBILES PVT LTD,80,2023-01-01,THREE WHEELER
EULER MOTORS PVT LTD,2595,2023-01-01,THREE WHEELER
EVBHARAT RANGE PRIVATE LIMITED,31,2023-01-01,THREE WHEELER
EVCO AUTOMOBILES PVT LTD,14,2023-01-01,THREE WHEELER
EVERVE MOTORS PVT LTD,1,2023-01-01,THREE WHEELER
EVEX AUTO INDIA PVT LTD,166,2023-01-01,THREE WHEELER
EXIDE INDUSTRIES LTD,2379,2023-01-01,THREE WHEELER
EXTRA FAST SOLUTIONS,614,2023-01-01,THREE WHEELER
EXTREME MOTORS,218,2023-01-01,THREE WHEELER
FEDE INDUSTRIES PVT LTD,900,2023-01-01,THREE WHEELER
FIRST CHOICE ELECTRIC VEHICLES PVT LTD,546,2023-01-01,THREE WHEELER
FITWEL MOBILITY PVT LTD,17,2023-01-01,THREE WHEELER
FIVE ELEMENTS,120,2023-01-01,THREE WHEELER
FORCE MOTORS LIMITED,3,2023-01-01,THREE WHEELER
GAGAN AUTOMOTIVES,383,2023-01-01,THREE WHEELER
GALVANIC AUTO PVT LTD,188,2023-01-01,THREE WHEELER
GAURI AUTO INDIA PVT. LTD,1,2023-01-01,THREE WHEELER
GAYATRI ELECTRIC VEHICLES PVT LTD,2950,2023-01-01,THREE WHEELER
G & G AUTOMOTIVE,1430,2023-01-01,THREE WHEELER
GILL AGROTECH,1,2023-01-01,THREE WHEELER
G.K E-VEHICLS INDUSTRIES PVT LTD,74,2023-01-01,THREE WHEELER
GKON ELECTRIC MOTOR VEHICLES PVT LTD,709,2023-01-01,THREE WHEELER
G.K. RICKSHAW PVT LTD,5514,2023-01-01,THREE WHEELER
G. M. VEHICLE INDUSTRIES,3,2023-01-01,THREE WHEELER
GOBIND INDUSTRIES PVT LTD,5,2023-01-01,THREE WHEELER
GODAWARI ELECTRIC MOTORS PVT LTD,145,2023-01-01,THREE WHEELER
GODAWARI TECHNO SOLUTIONS PVT LTD,74,2023-01-01,THREE WHEELER
GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,462,2023-01-01,THREE WHEELER
GOLD HOFER,1,2023-01-01,THREE WHEELER
GOPAL AUTO MOTORS PVT LTD,1494,2023-01-01,THREE WHEELER
GRAM TARANG EMPLOYABILITY TRAINNING SERVICES P LTD,136,2023-01-01,THREE WHEELER
GRD MOTORS,3411,2023-01-01,THREE WHEELER
GREENETICS INDUSTRIES PVT LTD,116,2023-01-01,THREE WHEELER
GREEN EVOLVE PVT LTD,42,2023-01-01,THREE WHEELER
GREENFIT INDUSTRIES LLP,4,2023-01-01,THREE WHEELER
GREEN IMPEX,442,2023-01-01,THREE WHEELER
GREEN SHUTTLE TECHNOLOGY PVT LTD,28,2023-01-01,THREE WHEELER
GREEN STAR MOTORS,345,2023-01-01,THREE WHEELER
GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,46,2023-01-01,THREE WHEELER
GREENTECH AUTO LLP,1,2023-01-01,THREE WHEELER
GREEN TECHNOLOGIES,221,2023-01-01,THREE WHEELER
GREEN VALLEY MOTORS,11,2023-01-01,THREE WHEELER
GREEN WAY ECO RIDE,3,2023-01-01,THREE WHEELER
GREENWHEELS AUTOMOBILE PVT LTD,872,2023-01-01,THREE WHEELER
GRINDIA G MOTORS PVT LTD,3,2023-01-01,THREE WHEELER
GURU JI WHEELS,64,2023-01-01,THREE WHEELER
GURUKIRPA INDUSTRIES,37,2023-01-01,THREE WHEELER
HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,11,2023-01-01,THREE WHEELER
HANUMAN UDYOG,8,2023-01-01,THREE WHEELER
HARSH TRADING CO,34,2023-01-01,THREE WHEELER
HARSHVIE INDUSTRIES PVT LTD,2,2023-01-01,THREE WHEELER
HBSS E MOBILITY PVT LTD,8,2023-01-01,THREE WHEELER
HIM TEKNOFORGE LTD,624,2023-01-01,THREE WHEELER
HINDUSTAN MOTOR CORPORATION,1368,2023-01-01,THREE WHEELER
HI-TECH INDUSTRIES,122,2023-01-01,THREE WHEELER
HITECH MECHANICAL WORKS,12,2023-01-01,THREE WHEELER
HOOGHLY MOTORS PVT LTD,3741,2023-01-01,THREE WHEELER
HOP MOTORS PVT LTD,785,2023-01-01,THREE WHEELER
HOTAGE INDIA,12839,2023-01-01,THREE WHEELER
HOVEL CYLINDER PVT LTD,62,2023-01-01,THREE WHEELER
HUNDA EV PVT LTD,125,2023-01-01,THREE WHEELER
HUNDAL INDUSTRIES,1011,2023-01-01,THREE WHEELER
